elapsedTime;nombre;et_x;et_y;et_z;et_pixel_uv_x;et_pixel_uv_y;head_pose_x;head_pose_y;head_pose_z;head_euler_x;head_euler_y;head_euler_z;head_quat_xyzw;Eye_Right_Blink;Eye_Left_Blink
0.0230;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5818;-1.1777;0.5789849;0.6004612;-0.4149;1.6291;-1.2984;5.9192;269.0828;0.8249;(.0311, -.7120, .0418, .7002);0.0000;0.0000
0.0340;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5823;-1.1784;0.5785714;0.6007227;-0.4151;1.6289;-1.2984;5.9479;269.0463;0.8471;(.0311, -.7123, .0422, .7000);0.0000;0.0000
0.0480;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5816;-1.1777;0.5790046;0.6003488;-0.4153;1.6288;-1.2984;5.9778;269.0420;0.8650;(.0312, -.7123, .0425, .6999);0.0000;0.0000
0.0700;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5798;-1.1786;0.5784429;0.5992706;-0.4156;1.6288;-1.2985;6.0055;269.0371;0.8853;(.0312, -.7123, .0428, .6999);0.0000;0.0000
0.0920;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5815;-1.1756;0.5802333;0.6002553;-0.4159;1.6288;-1.2985;6.0035;269.0070;0.9309;(.0309, -.7125, .0430, .6997);0.0000;0.0000
0.1150;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5806;-1.1767;0.5795829;0.5997314;-0.4162;1.6287;-1.2986;6.0344;268.9858;0.9401;(.0310, -.7126, .0433, .6995);0.0000;0.0000
0.1390;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5845;-1.1755;0.5803419;0.6020767;-0.4165;1.6287;-1.2986;6.0380;268.9710;0.9319;(.0311, -.7127, .0433, .6994);0.0000;0.0000
0.1590;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5816;-1.1776;0.5790501;0.6003032;-0.4166;1.6287;-1.2986;6.0123;268.9588;0.9102;(.0311, -.7128, .0430, .6994);0.0000;0.0000
0.1820;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5863;-1.1689;0.584262;0.6031526;-0.4169;1.6287;-1.2986;5.9898;268.9464;0.8360;(.0314, -.7129, .0424, .6993);0.0000;0.0000
0.2040;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5872;-1.1697;0.5837693;0.6036993;-0.4171;1.6287;-1.2986;5.9605;268.9481;0.8446;(.0312, -.7129, .0423, .6993);0.0000;0.0000
0.2260;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5812;-1.1705;0.5833098;0.6000813;-0.4173;1.6286;-1.2986;5.9763;268.9516;0.8925;(.0310, -.7128, .0426, .6993);0.0000;0.0000
0.2480;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5801;-1.1698;0.5837536;0.5994229;-0.4174;1.6286;-1.2986;5.9963;268.9427;0.9180;(.0309, -.7129, .0429, .6993);0.0000;0.0000
0.2700;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5764;-1.1720;0.5824385;0.5972016;-0.4175;1.6286;-1.2986;6.0029;268.9539;0.9136;(.0310, -.7128, .0429, .6993);0.0000;0.0000
0.2930;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5761;-1.1705;0.5832966;0.5970535;-0.4177;1.6286;-1.2987;6.0079;268.9563;0.9306;(.0309, -.7128, .0431, .6993);0.0000;0.0000
0.3150;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5771;-1.1814;0.5767567;0.5976496;-0.4180;1.6287;-1.2986;6.0320;268.9210;0.9080;(.0312, -.7130, .0431, .6991);0.0000;0.0000
0.3370;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4724;-1.2435;0.5395217;0.5348765;-0.4181;1.6287;-1.2985;6.0109;268.9057;0.8509;(.0314, -.7131, .0426, .6991);0.0000;0.0000
0.3600;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4373;-1.2437;0.53941;0.5138375;-0.4183;1.6288;-1.2985;5.9688;268.8885;0.8077;(.0314, -.7132, .0421, .6990);0.0000;0.0000
0.3820;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4550;-1.2202;0.5535441;0.5244148;-0.4186;1.6289;-1.2984;5.9048;268.8464;0.7925;(.0311, -.7135, .0416, .6988);0.0000;0.0000
0.4030;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4224;-1.2004;0.5653726;0.5048723;-0.4187;1.6289;-1.2983;5.8968;268.8577;0.8033;(.0310, -.7134, .0416, .6988);0.0000;0.0000
0.4260;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4076;-1.3891;0.4522497;0.4959917;-0.4190;1.6289;-1.2982;5.9017;268.8902;0.8326;(.0309, -.7132, .0418, .6990);0.0000;0.0000
0.4470;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4037;-1.3973;0.4473252;0.4936754;-0.4192;1.6289;-1.2981;5.9157;268.9443;0.8329;(.0310, -.7129, .0419, .6993);0.0000;0.0000
0.4700;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4067;-1.3808;0.4572357;0.4954438;-0.4195;1.6287;-1.2980;5.9443;268.9740;0.8440;(.0311, -.7127, .0421, .6995);0.0000;0.0000
0.4930;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4056;-1.3714;0.46286;0.4948213;-0.4198;1.6286;-1.2980;5.9920;269.0258;0.8540;(.0313, -.7124, .0425, .6998);0.0000;0.0000
0.5140;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4080;-1.3565;0.4717826;0.496263;-0.4200;1.6286;-1.2980;6.0272;269.0653;0.8751;(.0314, -.7121, .0428, .7000);0.0000;0.0000
0.5360;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4074;-1.3568;0.4716383;0.4958657;-0.4203;1.6285;-1.2979;6.0650;269.0484;0.8291;(.0319, -.7122, .0428, .6999);0.0000;0.0000
0.5590;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4074;-1.3546;0.4729573;0.4958808;-0.4206;1.6283;-1.2979;6.1346;269.0496;0.7796;(.0327, -.7122, .0429, .6999);0.0000;0.0000
0.5810;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4054;-1.3515;0.4748072;0.4946767;-0.4209;1.6282;-1.2977;6.1804;269.0420;0.7387;(.0332, -.7122, .0429, .6999);0.0000;0.0000
0.6030;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4154;-1.3473;0.4773328;0.5006719;-0.4212;1.6282;-1.2976;6.2332;269.0620;0.7083;(.0337, -.7120, .0431, .7000);0.0000;0.0000
0.6260;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4193;-1.3507;0.4752674;0.5030311;-0.4216;1.6281;-1.2975;6.2307;269.0996;0.7006;(.0338, -.7118, .0430, .7002);0.0000;0.0000
0.6500;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4186;-1.3402;0.481554;0.5025753;-0.4219;1.6281;-1.2974;6.2765;269.0966;0.7160;(.0340, -.7118, .0434, .7002);0.1005;0.0045
0.6710;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4359;-1.4554;0.412513;0.5129933;-0.4222;1.6281;-1.2973;6.2996;269.1494;0.7141;(.0341, -.7115, .0435, .7005);0.1212;0.0469
0.6930;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4238;-1.6034;0.3237952;0.5057093;-0.4225;1.6280;-1.2973;6.3021;269.1792;0.6518;(.0345, -.7113, .0431, .7007);0.0896;0.0133
0.7150;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4314;-1.5925;0.3303309;0.510309;-0.4228;1.6281;-1.2972;6.3171;269.1941;0.6457;(.0347, -.7112, .0432, .7008);0.0000;0.0000
0.7370;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4368;-1.6215;0.3129305;0.5135247;-0.4231;1.6281;-1.2972;6.3379;269.1904;0.7212;(.0343, -.7112, .0438, .7008);0.0000;0.0000
0.7580;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4400;-1.7740;0.2214633;0.5154446;-0.4233;1.6280;-1.2972;6.3775;269.1785;0.7300;(.0345, -.7113, .0441, .7007);0.0000;0.0000
0.7810;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4363;-1.7837;0.2156683;0.5132164;-0.4235;1.6280;-1.2973;6.4024;269.1500;0.7095;(.0348, -.7115, .0441, .7005);0.0000;0.0000
0.8040;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4399;-1.7828;0.2162228;0.5153787;-0.4236;1.6279;-1.2973;6.3839;269.1347;0.7222;(.0346, -.7116, .0441, .7004);0.0000;0.0000
0.8270;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4103;-1.8948;0.1490796;0.4975997;-0.4237;1.6280;-1.2974;6.4063;269.0741;0.7225;(.0347, -.7119, .0442, .7000);0.0000;0.0000
0.8490;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4202;-1.9460;0.1183877;0.5035376;-0.4239;1.6279;-1.2974;6.4262;269.0505;0.7011;(.0349, -.7120, .0442, .6999);0.0000;0.0000
0.8710;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4155;-1.9802;0.09784015;0.50077;-0.4240;1.6279;-1.2974;6.4287;269.0250;0.7145;(.0349, -.7122, .0443, .6997);0.0000;0.0000
0.8940;Scene/Escenario/PanelesExteriores/Cube;-17.3521;0.1763;-6.7405;0;0;-0.4241;1.6279;-1.2974;6.4201;269.0008;0.6996;(.0349, -.7124, .0442, .6996);0.0000;0.0000
0.9160;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3991;-2.0843;0.03543861;0.49089;-0.4242;1.6279;-1.2973;6.4011;269.0003;0.6380;(.0352, -.7123, .0437, .6996);0.0000;0.0000
0.9390;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4021;-2.0947;0.02921098;0.4926853;-0.4242;1.6279;-1.2973;6.3989;269.0169;0.6479;(.0351, -.7122, .0438, .6997);0.0000;0.0000
0.9620;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3998;-2.1071;0.02179577;0.491322;-0.4243;1.6279;-1.2972;6.4148;269.0181;0.6895;(.0349, -.7122, .0441, .6997);0.0000;0.0000
0.9840;Scene/Escenario/PanelesExteriores/Cube;-17.4110;0.6239;-6.9062;0;0;-0.4243;1.6279;-1.2971;6.4556;269.0270;0.6658;(.0353, -.7122, .0442, .6997);0.0000;0.0000
1.0060;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4215;-2.0798;0.03811783;0.5043707;-0.4243;1.6278;-1.2970;6.4822;269.0586;0.6818;(.0354, -.7120, .0445, .6999);0.0000;0.0000
1.0300;Scene/Escenario/PanelesExteriores/Cube;-17.3816;0.4058;-6.8234;0;0;-0.4243;1.6278;-1.2971;6.4872;269.0672;0.6800;(.0355, -.7119, .0445, .7000);0.0000;0.0000
1.0510;Scene/Escenario/PanelesExteriores/Cube (1);-14.7181;0.7308;-6.7327;0;0;-0.4243;1.6278;-1.2971;6.4905;269.0704;0.6994;(.0354, -.7119, .0446, .7000);0.0000;0.0000
1.0740;Scene/Escenario/PanelesExteriores/Cube (1);-14.5860;0.7404;-6.7450;0;0;-0.4243;1.6278;-1.2971;6.4683;269.0513;0.6633;(.0354, -.7120, .0443, .6999);0.0000;0.0000
1.0950;Scene/Escenario/PanelesExteriores/Cube (1);-14.6611;0.7367;-6.7380;0;0;-0.4242;1.6278;-1.2972;6.4695;269.0365;0.6542;(.0355, -.7121, .0442, .6998);0.0000;0.0000
1.1170;Scene/Escenario/PanelesExteriores/Cube (1);-14.6932;0.7211;-6.7350;0;0;-0.4242;1.6278;-1.2972;6.4987;269.0338;0.6699;(.0356, -.7121, .0445, .6997);0.0000;0.0000
1.1400;Scene/Escenario/PanelesExteriores/Cube (1);-14.7345;0.7394;-6.7312;0;0;-0.4240;1.6278;-1.2971;6.5214;269.0238;0.6934;(.0356, -.7122, .0448, .6997);0.0000;0.0000
1.1630;Scene/Escenario/PanelesExteriores/Cube (1);-14.8137;0.7183;-6.7238;0;0;-0.4238;1.6278;-1.2970;6.5453;269.0244;0.7276;(.0355, -.7122, .0452, .6996);0.0000;0.0000
1.1850;Scene/Escenario/PanelesExteriores/Cube (1);-15.4867;0.7252;-6.6612;0;0;-0.4235;1.6278;-1.2970;6.5215;269.0416;0.7710;(.0351, -.7121, .0453, .6997);0.0000;0.0000
1.2070;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4601;-1.7973;0.2075219;0.5274603;-0.4233;1.6278;-1.2970;6.5037;269.0391;0.7960;(.0348, -.7121, .0453, .6997);0.0000;0.0000
1.2300;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4347;-1.5202;0.3736422;0.5122676;-0.4231;1.6279;-1.2969;6.4501;269.0345;0.8096;(.0344, -.7122, .0451, .6997);0.0000;0.0000
1.2510;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4367;-1.6598;0.2899574;0.5134408;-0.4230;1.6279;-1.2969;6.4334;269.0262;0.7745;(.0345, -.7122, .0447, .6997);0.0000;0.0000
1.2740;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4521;-1.7352;0.2447446;0.5226902;-0.4226;1.6280;-1.2970;6.4411;269.0282;0.7628;(.0346, -.7122, .0447, .6997);0.0000;0.0000
1.2960;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4246;-1.6079;0.3210863;0.506211;-0.4222;1.6280;-1.2970;6.4461;269.0257;0.7362;(.0348, -.7122, .0446, .6997);0.0000;0.0000
1.3180;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4310;-1.6074;0.321354;0.5100504;-0.4219;1.6280;-1.2970;6.4326;269.0301;0.7332;(.0348, -.7122, .0445, .6997);0.0000;0.0000
1.3400;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4298;-1.6010;0.3252288;0.509319;-0.4216;1.6281;-1.2969;6.3906;269.0613;0.7370;(.0345, -.7120, .0442, .6999);0.0000;0.0000
1.3640;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4412;-1.6183;0.3148324;0.5161833;-0.4212;1.6280;-1.2968;6.3431;269.1046;0.6988;(.0345, -.7117, .0437, .7002);0.0000;0.0000
1.3850;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4488;-1.6241;0.3113756;0.5207282;-0.4209;1.6281;-1.2968;6.3426;269.1086;0.7304;(.0343, -.7117, .0439, .7002);0.0000;0.0000
1.4070;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4509;-1.6158;0.3163316;0.521961;-0.4206;1.6283;-1.2967;6.3029;269.1367;0.7194;(.0341, -.7116, .0436, .7004);0.0000;0.0000
1.4300;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4524;-1.6203;0.3136303;0.5228862;-0.4202;1.6283;-1.2967;6.2447;269.1742;0.6406;(.0343, -.7113, .0427, .7007);0.0000;0.0000
1.4520;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4391;-1.5991;0.3263486;0.5149207;-0.4200;1.6285;-1.2967;6.2109;269.1862;0.6135;(.0342, -.7113, .0423, .7008);0.0000;0.0000
1.4730;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4449;-1.4705;0.4034278;0.5183768;-0.4198;1.6285;-1.2967;6.2000;269.2139;0.6533;(.0339, -.7111, .0425, .7010);0.0000;0.0000
1.4960;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4567;-1.3762;0.459963;0.5254354;-0.4194;1.6285;-1.2967;6.1893;269.2405;0.6592;(.0338, -.7109, .0425, .7011);0.0000;0.0000
1.5160;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4471;-1.3233;0.4916967;0.5196658;-0.4192;1.6285;-1.2968;6.1742;269.2703;0.6687;(.0337, -.7108, .0424, .7013);0.0000;0.0000
1.5380;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4495;-1.2029;0.5638779;0.5211047;-0.4190;1.6284;-1.2969;6.1593;269.3098;0.6935;(.0335, -.7105, .0425, .7016);0.0000;0.0000
1.5610;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4481;-1.2678;0.5249931;0.5203068;-0.4189;1.6284;-1.2970;6.1629;269.3116;0.7126;(.0334, -.7105, .0426, .7016);0.0000;0.0000
1.5840;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4459;-1.2688;0.5243767;0.5189927;-0.4187;1.6283;-1.2972;6.1854;269.3428;0.7090;(.0335, -.7103, .0427, .7018);0.0000;0.0000
1.6040;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4414;-1.2703;0.523479;0.5162832;-0.4186;1.6283;-1.2973;6.2373;269.3605;0.7115;(.0338, -.7102, .0430, .7019);0.0000;0.0000
1.6270;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4393;-1.2663;0.5258937;0.5150348;-0.4185;1.6282;-1.2974;6.2449;269.4160;0.7109;(.0339, -.7099, .0431, .7022);0.0000;0.0000
1.6490;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4384;-1.2642;0.5271485;0.5144485;-0.4183;1.6282;-1.2975;6.2754;269.4332;0.6156;(.0347, -.7097, .0427, .7023);0.0000;0.0000
1.6720;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4384;-1.2644;0.5269923;0.5144809;-0.4182;1.6281;-1.2976;6.2892;269.4641;0.5917;(.0349, -.7095, .0426, .7025);0.0000;0.0000
1.6930;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4409;-1.2690;0.5242687;0.5159714;-0.4182;1.6281;-1.2977;6.3153;269.4963;0.6535;(.0347, -.7093, .0431, .7027);0.0000;0.0000
1.7170;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4558;-1.2013;0.5648728;0.5249088;-0.4181;1.6281;-1.2977;6.3226;269.5197;0.6802;(.0346, -.7092, .0433, .7028);0.0000;0.0000
1.7380;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4459;-1.0589;0.6502402;0.5189928;-0.4180;1.6281;-1.2980;6.3335;269.5579;0.6949;(.0346, -.7090, .0435, .7030);0.0000;0.0000
1.7600;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4274;-1.0843;0.6349933;0.5078995;-0.4180;1.6281;-1.2982;6.3036;269.5777;0.7192;(.0343, -.7089, .0434, .7032);0.0000;0.0000
1.7840;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4551;-1.0222;0.6722028;0.5244864;-0.4179;1.6282;-1.2984;6.2947;269.5695;0.7396;(.0341, -.7089, .0435, .7031);0.0000;0.0000
1.8050;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4714;-0.9375;0.7230175;0.5342329;-0.4179;1.6283;-1.2985;6.2804;269.5626;0.7222;(.0341, -.7090, .0433, .7031);0.0000;0.0000
1.8280;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4742;-0.9210;0.7328821;0.5359348;-0.4178;1.6282;-1.2988;6.2785;269.5507;0.7131;(.0342, -.7090, .0433, .7030);0.0000;0.0000
1.8500;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4767;-0.9222;0.7321711;0.5374324;-0.4178;1.6281;-1.2990;6.3142;269.5266;0.7095;(.0344, -.7092, .0435, .7029);0.0000;0.0000
1.8720;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4804;-0.9251;0.7304489;0.5396457;-0.4178;1.6281;-1.2992;6.3575;269.4750;0.7251;(.0345, -.7095, .0438, .7025);0.0000;0.0000
1.8940;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4759;-0.9321;0.7262389;0.5369374;-0.4178;1.6281;-1.2994;6.3879;269.4467;0.7714;(.0344, -.7097, .0443, .7023);0.0000;0.0000
1.9160;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4801;-0.9230;0.7316949;0.5395066;-0.4178;1.6280;-1.2996;6.3883;269.4507;0.8298;(.0341, -.7096, .0447, .7023);0.0000;0.0000
1.9380;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5021;-0.8454;0.7782424;0.5526711;-0.4177;1.6280;-1.2997;6.4001;269.4178;0.8508;(.0340, -.7099, .0449, .7021);0.0000;0.0000
1.9600;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4725;-0.7758;0.8199477;0.5349212;-0.4177;1.6280;-1.2999;6.4104;269.3980;0.8800;(.0339, -.7100, .0451, .7020);0.0000;0.0000
1.9820;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4699;-0.7760;0.819833;0.53338;-0.4176;1.6281;-1.3001;6.4093;269.3579;0.8840;(.0338, -.7102, .0452, .7017);0.0000;0.0000
2.0040;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4787;-0.6901;0.8713418;0.5386137;-0.4174;1.6281;-1.3002;6.3853;269.3127;0.8718;(.0337, -.7105, .0450, .7014);0.0000;0.0000
2.0270;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4851;-0.6033;0.9233866;0.5424572;-0.4173;1.6282;-1.3004;6.3565;269.2950;0.8228;(.0339, -.7106, .0445, .7014);0.0000;0.0000
2.0490;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4848;-0.6865;0.8734769;0.5422804;-0.4172;1.6281;-1.3005;6.3546;269.2618;0.8542;(.0336, -.7108, .0447, .7011);0.0000;0.0000
2.0710;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4848;-0.6764;0.8795493;0.5422782;-0.4171;1.6281;-1.3006;6.3328;269.2440;0.8827;(.0333, -.7109, .0447, .7010);0.0000;0.0000
2.0940;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4986;-0.5749;0.9404188;0.5505723;-0.4170;1.6281;-1.3006;6.3246;269.2300;0.9068;(.0331, -.7110, .0448, .7009);0.0000;0.0000
2.1160;Scene/Escenario/PanelesExteriores/Cube;-13.7400;1.0970;3.4272;0;0;-0.4169;1.6280;-1.3006;6.3305;269.2306;0.9270;(.0330, -.7110, .0450, .7009);0.0000;0.0000
2.1380;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.4896;-0.5125;0.977842;0.5451536;-0.4168;1.6280;-1.3005;6.3272;269.1928;0.9677;(.0327, -.7113, .0452, .7007);0.0000;0.0000
2.1610;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5091;-0.5125;0.9778223;0.5568756;-0.4168;1.6282;-1.3006;6.3466;269.1873;0.9989;(.0327, -.7113, .0455, .7006);0.0000;0.0000
