elapsedTime;nombre;et_x;et_y;et_z;et_pixel_uv_x;et_pixel_uv_y;head_pose_x;head_pose_y;head_pose_z;head_euler_x;head_euler_y;head_euler_z;head_quat_xyzw;Eye_Right_Blink;Eye_Left_Blink
29.7500;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5976;-1.1604;0.5893477;0.6099225;-0.4317;1.6219;-1.2934;9.3827;269.5721;0.5938;(.0539, -.7077, .0617, .7018);0.0000;0.0000
29.7700;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6000;-1.1622;0.5883067;0.6113603;-0.4318;1.6218;-1.2934;9.4026;269.5563;0.6282;(.0539, -.7078, .0620, .7017);0.0000;0.0000
29.7920;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6003;-1.1615;0.5887347;0.6115248;-0.4318;1.6218;-1.2933;9.4368;269.6152;0.6357;(.0540, -.7074, .0623, .7020);0.0000;0.0000
29.8150;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5968;-1.1639;0.5872619;0.6094223;-0.4319;1.6218;-1.2932;9.4711;269.6211;0.6509;(.0542, -.7073, .0626, .7020);0.0000;0.0000
29.8370;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5989;-1.1602;0.5894952;0.6106974;-0.4319;1.6218;-1.2931;9.4478;269.6669;0.6627;(.0540, -.7071, .0625, .7023);0.0000;0.0000
29.8590;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6048;-1.1606;0.5892678;0.6142364;-0.4320;1.6218;-1.2930;9.4155;269.6705;0.6394;(.0539, -.7071, .0621, .7024);0.0000;0.0000
29.8820;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6058;-1.1610;0.5889963;0.6148618;-0.4320;1.6218;-1.2929;9.4461;269.6439;0.6258;(.0542, -.7072, .0622, .7022);0.0000;0.0000
29.9030;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6051;-1.1612;0.5889103;0.61444;-0.4320;1.6218;-1.2929;9.4485;269.6401;0.5881;(.0544, -.7072, .0620, .7022);0.0000;0.0000
29.9260;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6050;-1.1607;0.589192;0.6143684;-0.4321;1.6218;-1.2929;9.4519;269.6389;0.5759;(.0545, -.7072, .0620, .7022);0.0000;0.0000
29.9480;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6017;-1.1588;0.5903162;0.6123702;-0.4321;1.6218;-1.2928;9.4531;269.6583;0.5799;(.0545, -.7071, .0620, .7023);0.0000;0.0000
29.9710;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5999;-1.1605;0.5893344;0.6113009;-0.4322;1.6218;-1.2928;9.4396;269.6388;0.6082;(.0542, -.7072, .0621, .7022);0.0000;0.0000
29.9920;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5977;-1.1614;0.588762;0.6099757;-0.4322;1.6219;-1.2927;9.4215;269.6570;0.6138;(.0541, -.7071, .0620, .7023);0.0000;0.0000
30.0180;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5983;-1.1560;0.5920213;0.6103392;-0.4321;1.6220;-1.2927;9.3985;269.6828;0.6183;(.0540, -.7070, .0619, .7025);0.0000;0.0000
30.0360;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5990;-1.1571;0.5913329;0.6107509;-0.4321;1.6220;-1.2926;9.3773;269.6581;0.5901;(.0540, -.7071, .0616, .7023);0.0000;0.0000
30.0590;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6032;-1.1605;0.5893191;0.613253;-0.4321;1.6221;-1.2925;9.3400;269.6559;0.5605;(.0539, -.7071, .0612, .7023);0.0000;0.0000
30.0820;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6051;-1.1531;0.5937295;0.6144232;-0.4320;1.6220;-1.2925;9.3225;269.6703;0.5233;(.0541, -.7070, .0608, .7025);0.0000;0.0000
30.1030;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6032;-1.1564;0.5917454;0.6132789;-0.4320;1.6221;-1.2924;9.3868;269.6428;0.5088;(.0545, -.7072, .0612, .7023);0.0000;0.0000
30.1250;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6042;-1.1561;0.5919291;0.6138917;-0.4319;1.6220;-1.2923;9.3906;269.6285;0.5048;(.0546, -.7073, .0612, .7022);0.0000;0.0000
30.1480;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6041;-1.1550;0.5926311;0.6138211;-0.4318;1.6220;-1.2924;9.3884;269.6713;0.5226;(.0545, -.7070, .0612, .7024);0.0000;0.0000
30.1700;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6033;-1.1549;0.5926784;0.6133554;-0.4318;1.6221;-1.2924;9.3758;269.6515;0.5302;(.0543, -.7071, .0612, .7023);0.0000;0.0000
30.1920;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6048;-1.1549;0.5926445;0.6142266;-0.4317;1.6220;-1.2924;9.3470;269.6689;0.5441;(.0541, -.7071, .0611, .7024);0.0000;0.0000
30.2150;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6071;-1.1551;0.5925252;0.6156389;-0.4316;1.6221;-1.2924;9.3471;269.6266;0.5702;(.0539, -.7073, .0613, .7022);0.0000;0.0000
30.2370;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6073;-1.1570;0.5913807;0.6157399;-0.4315;1.6222;-1.2925;9.3429;269.6085;0.5084;(.0543, -.7074, .0609, .7021);0.0000;0.0000
30.2590;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6052;-1.1577;0.5910041;0.6144901;-0.4315;1.6222;-1.2926;9.3411;269.6280;0.4696;(.0545, -.7073, .0606, .7022);0.0000;0.0000
30.2820;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6074;-1.1587;0.5903879;0.6158009;-0.4314;1.6222;-1.2926;9.3238;269.5932;0.4830;(.0543, -.7075, .0606, .7020);0.0000;0.0000
30.3030;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6055;-1.1591;0.5901628;0.6146808;-0.4312;1.6221;-1.2927;9.3368;269.5958;0.5110;(.0542, -.7075, .0609, .7020);0.0000;0.0000
30.3250;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6068;-1.1554;0.5923638;0.615424;-0.4311;1.6222;-1.2928;9.3420;269.5988;0.5368;(.0541, -.7075, .0611, .7020);0.0000;0.0000
30.3480;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6086;-1.1560;0.5920054;0.6165051;-0.4310;1.6221;-1.2928;9.3084;269.6027;0.5713;(.0536, -.7075, .0611, .7020);0.0000;0.0000
30.3690;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6106;-1.1535;0.5934757;0.6177136;-0.4308;1.6222;-1.2929;9.2886;269.6443;0.5890;(.0534, -.7073, .0610, .7023);0.0000;0.0000
30.3910;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6078;-1.1521;0.5943202;0.6160192;-0.4306;1.6222;-1.2928;9.3280;269.6328;0.5967;(.0536, -.7073, .0613, .7022);0.0000;0.0000
30.4140;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6122;-1.1529;0.5938637;0.6187019;-0.4304;1.6220;-1.2929;9.3397;269.6353;0.5542;(.0540, -.7073, .0611, .7022);0.0000;0.0000
30.4360;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6099;-1.1542;0.5930774;0.6173248;-0.4303;1.6221;-1.2929;9.3469;269.6308;0.5990;(.0537, -.7073, .0615, .7022);0.0000;0.0000
30.4580;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6166;-1.1527;0.5939697;0.6213268;-0.4301;1.6222;-1.2929;9.2640;269.6380;0.5808;(.0533, -.7073, .0608, .7023);0.0000;0.0000
30.4820;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6158;-1.1502;0.5954918;0.6208521;-0.4299;1.6223;-1.2929;9.2189;269.6424;0.5264;(.0534, -.7073, .0602, .7023);0.0000;0.0000
30.5030;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6182;-1.1495;0.5959324;0.6223038;-0.4297;1.6223;-1.2930;9.2094;269.6634;0.5581;(.0532, -.7072, .0604, .7025);0.0000;0.0000
30.5250;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6178;-1.1494;0.5959872;0.6220217;-0.4297;1.6224;-1.2930;9.2118;269.6510;0.6058;(.0529, -.7073, .0607, .7024);0.0000;0.0000
30.5480;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6175;-1.1472;0.5972973;0.6218533;-0.4295;1.6223;-1.2930;9.2159;269.6679;0.6074;(.0529, -.7072, .0607, .7025);0.0000;0.0000
30.5700;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6076;-1.1486;0.5964516;0.6159053;-0.4294;1.6223;-1.2930;9.2287;269.6779;0.6188;(.0529, -.7071, .0608, .7025);0.0000;0.0000
30.5920;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6045;-1.1489;0.5962816;0.614086;-0.4294;1.6222;-1.2931;9.2318;269.7051;0.6522;(.0527, -.7069, .0611, .7027);0.0000;0.0000
30.6150;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6075;-1.1476;0.5970418;0.6158314;-0.4293;1.6221;-1.2932;9.2305;269.6869;0.6570;(.0527, -.7071, .0611, .7025);0.0000;0.0000
30.6350;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6080;-1.1536;0.5934342;0.6161327;-0.4291;1.6221;-1.2932;9.2414;269.6767;0.6208;(.0530, -.7071, .0609, .7025);0.0000;0.0000
30.6580;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6070;-1.1569;0.5914452;0.6155798;-0.4290;1.6221;-1.2933;9.2550;269.6508;0.6044;(.0531, -.7072, .0609, .7023);0.0000;0.0000
30.6800;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.6076;-1.1610;0.5890118;0.6159324;-0.4289;1.6221;-1.2934;9.2592;269.6204;0.6050;(.0531, -.7074, .0610, .7021);0.0000;0.0000
30.7020;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.5987;-1.2122;0.5582929;0.6105551;-0.4289;1.6220;-1.2934;9.2651;269.5869;0.6092;(.0531, -.7076, .0610, .7019);0.0000;0.0000
30.7250;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3146;-1.4719;0.402595;0.440233;-0.4289;1.6221;-1.2936;9.3027;269.5690;0.6034;(.0534, -.7077, .0613, .7018);0.0000;0.0000
30.7480;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3011;-1.4966;0.3878274;0.4321832;-0.4289;1.6220;-1.2936;9.3065;269.5171;0.6568;(.0531, -.7081, .0616, .7015);0.0000;0.0000
30.7700;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2823;-1.4972;0.3874554;0.4208925;-0.4290;1.6220;-1.2937;9.3342;269.4429;0.6797;(.0531, -.7085, .0620, .7010);0.0000;0.0000
30.7920;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2777;-1.5118;0.3786629;0.4181164;-0.4289;1.6219;-1.2938;9.3412;269.3799;0.6974;(.0530, -.7089, .0622, .7006);0.0000;0.0000
30.8140;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2724;-1.5136;0.37761;0.4149486;-0.4289;1.6219;-1.2939;9.3624;269.3190;0.7171;(.0529, -.7093, .0624, .7002);0.0000;0.0000
30.8360;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2640;-1.5030;0.3839398;0.4098975;-0.4289;1.6220;-1.2939;9.3733;269.2813;0.6855;(.0532, -.7095, .0623, .6999);0.0000;0.0000
30.8570;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2685;-1.5061;0.3821306;0.4126322;-0.4289;1.6220;-1.2938;9.3463;269.2754;0.6904;(.0530, -.7095, .0622, .6999);0.0000;0.0000
30.8810;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2822;-1.5088;0.3804877;0.4208491;-0.4289;1.6220;-1.2938;9.3345;269.3088;0.7044;(.0528, -.7093, .0622, .7001);0.0000;0.0000
30.9030;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2842;-1.5017;0.3847568;0.4220359;-0.4290;1.6220;-1.2936;9.3104;269.3293;0.6829;(.0528, -.7092, .0619, .7003);0.0000;0.0000
30.9250;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2838;-1.5019;0.3846262;0.4217627;-0.4290;1.6220;-1.2935;9.3140;269.3766;0.6893;(.0528, -.7089, .0619, .7006);0.0000;0.0000
30.9470;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2812;-1.5029;0.384017;0.4202203;-0.4291;1.6220;-1.2934;9.3113;269.4144;0.6760;(.0529, -.7087, .0618, .7008);0.0000;0.0000
30.9700;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2825;-1.4967;0.3877121;0.421019;-0.4292;1.6219;-1.2933;9.3358;269.4046;0.6877;(.0530, -.7087, .0620, .7007);0.0000;0.0000
30.9910;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2827;-1.4967;0.3877485;0.4211188;-0.4292;1.6219;-1.2932;9.3462;269.4004;0.6884;(.0530, -.7088, .0621, .7007);0.0000;0.0000
31.0140;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2805;-1.4978;0.3870896;0.4198237;-0.4293;1.6219;-1.2931;9.3678;269.3856;0.6051;(.0537, -.7088, .0618, .7006);0.0000;0.0000
31.0340;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2806;-1.4982;0.3868209;0.4198715;-0.4294;1.6219;-1.2931;9.4062;269.3904;0.5540;(.0542, -.7087, .0617, .7007);0.0000;0.0000
31.0560;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2826;-1.4996;0.3860127;0.4210868;-0.4293;1.6218;-1.2931;9.4430;269.3719;0.5738;(.0543, -.7088, .0620, .7005);0.0000;0.0000
31.0790;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2791;-1.4995;0.3860342;0.4189702;-0.4294;1.6218;-1.2931;9.4836;269.3845;0.6055;(.0544, -.7088, .0625, .7006);0.0000;0.0000
31.1010;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2925;-1.5027;0.3841475;0.4269826;-0.4293;1.6217;-1.2931;9.4525;269.3936;0.5999;(.0542, -.7087, .0622, .7006);0.0000;0.0000
31.1240;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2816;-1.4999;0.3858317;0.4204605;-0.4294;1.6217;-1.2930;9.4135;269.4171;0.6159;(.0539, -.7086, .0621, .7008);0.0000;0.0000
31.1460;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2861;-1.4966;0.3878097;0.4231686;-0.4294;1.6217;-1.2930;9.4010;269.4267;0.6437;(.0537, -.7086, .0622, .7009);0.0000;0.0000
31.1720;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2836;-1.4964;0.3879298;0.4216756;-0.4294;1.6218;-1.2930;9.4528;269.4268;0.6370;(.0540, -.7085, .0625, .7008);0.0000;0.0000
31.1900;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2825;-1.4993;0.3861709;0.4209931;-0.4294;1.6217;-1.2930;9.4581;269.4076;0.6553;(.0539, -.7087, .0626, .7007);0.0000;0.0000
31.2130;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2352;-1.4841;0.3952823;0.3926652;-0.4294;1.6218;-1.2930;9.4542;269.3788;0.6540;(.0539, -.7088, .0626, .7005);0.0000;0.0000
31.2350;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2253;-1.4739;0.401409;0.3867316;-0.4293;1.6217;-1.2930;9.4467;269.3679;0.5884;(.0543, -.7089, .0621, .7005);0.0000;0.0000
31.2570;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2299;-1.4653;0.4065503;0.3894919;-0.4294;1.6217;-1.2931;9.4428;269.3380;0.5547;(.0544, -.7090, .0619, .7003);0.0000;0.0000
31.2790;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2305;-1.4658;0.4062608;0.3898038;-0.4293;1.6217;-1.2931;9.4501;269.3176;0.5860;(.0543, -.7092, .0622, .7002);0.0000;0.0000
31.3020;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2308;-1.4647;0.4069364;0.3900076;-0.4293;1.6217;-1.2933;9.4645;269.3282;0.6176;(.0542, -.7091, .0625, .7002);0.0000;0.0000
31.3240;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2323;-1.4657;0.4063157;0.3909092;-0.4292;1.6216;-1.2934;9.5110;269.3378;0.5933;(.0546, -.7090, .0626, .7003);0.0000;0.0000
31.3460;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2347;-1.4660;0.4061194;0.3923643;-0.4293;1.6215;-1.2934;9.5471;269.3284;0.5869;(.0549, -.7091, .0628, .7002);0.0000;0.0000
31.3690;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2349;-1.4624;0.4082819;0.3924861;-0.4292;1.6215;-1.2935;9.5500;269.3301;0.6186;(.0547, -.7091, .0630, .7002);0.0000;0.0000
31.3890;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2351;-1.4569;0.4115942;0.3925755;-0.4291;1.6215;-1.2936;9.5487;269.3519;0.6363;(.0546, -.7089, .0631, .7003);0.0000;0.0000
31.4130;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2347;-1.4558;0.4122549;0.3923311;-0.4290;1.6214;-1.2937;9.5303;269.3464;0.6441;(.0544, -.7090, .0630, .7003);0.0000;0.0000
31.4340;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2348;-1.4552;0.4126315;0.3924317;-0.4290;1.6215;-1.2938;9.5469;269.3631;0.6596;(.0544, -.7089, .0632, .7004);0.0000;0.0000
31.4560;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2368;-1.4538;0.4134338;0.3935835;-0.4289;1.6214;-1.2939;9.5558;269.3502;0.7006;(.0542, -.7090, .0635, .7003);0.0000;0.0000
31.4790;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2379;-1.4504;0.4155292;0.3942501;-0.4287;1.6213;-1.2940;9.5583;269.3569;0.7213;(.0541, -.7089, .0637, .7003);0.0000;0.0000
31.5010;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2343;-1.4526;0.4141664;0.3920946;-0.4286;1.6214;-1.2941;9.5846;269.3568;0.7467;(.0541, -.7089, .0640, .7003);0.0000;0.0000
31.5240;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2347;-1.4544;0.4131216;0.3923184;-0.4284;1.6214;-1.2943;9.6048;269.3460;0.7674;(.0541, -.7090, .0642, .7002);0.0000;0.0000
31.5460;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2363;-1.4559;0.4122067;0.393333;-0.4283;1.6214;-1.2945;9.5937;269.3433;0.7850;(.0539, -.7090, .0643, .7002);0.0000;0.0000
31.5680;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2386;-1.4530;0.4139394;0.3946603;-0.4282;1.6214;-1.2946;9.5870;269.3002;0.7704;(.0540, -.7093, .0642, .6999);0.0000;0.0000
31.5900;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2402;-1.4556;0.4123983;0.3956475;-0.4282;1.6213;-1.2947;9.5816;269.2694;0.7622;(.0540, -.7095, .0641, .6997);0.0000;0.0000
31.6130;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2404;-1.4598;0.4098468;0.3957407;-0.4281;1.6214;-1.2949;9.5818;269.2468;0.7704;(.0539, -.7096, .0641, .6996);0.0000;0.0000
31.6350;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2419;-1.4602;0.4096446;0.3966408;-0.4280;1.6214;-1.2951;9.5729;269.2402;0.7906;(.0537, -.7097, .0642, .6995);0.0000;0.0000
31.6570;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2426;-1.4586;0.4105543;0.3970714;-0.4278;1.6214;-1.2953;9.5925;269.2217;0.8021;(.0538, -.7098, .0644, .6994);0.0000;0.0000
31.6800;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2424;-1.4597;0.4099034;0.3969535;-0.4277;1.6214;-1.2954;9.6174;269.2130;0.8277;(.0537, -.7098, .0647, .6993);0.0000;0.0000
31.7020;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2403;-1.4603;0.4095558;0.3956837;-0.4276;1.6213;-1.2955;9.6257;269.2284;0.8904;(.0534, -.7098, .0652, .6994);0.0000;0.0000
31.7250;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2407;-1.4618;0.4086374;0.3959482;-0.4274;1.6213;-1.2956;9.6342;269.2185;0.9243;(.0532, -.7099, .0654, .6993);0.0000;0.0000
31.7470;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2393;-1.4628;0.408073;0.3951335;-0.4274;1.6212;-1.2957;9.6346;269.2103;0.9340;(.0532, -.7099, .0655, .6992);0.0000;0.0000
31.7690;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2367;-1.4634;0.4077107;0.3935634;-0.4275;1.6212;-1.2958;9.6474;269.1934;0.9474;(.0532, -.7100, .0657, .6991);0.0000;0.0000
31.7910;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2361;-1.4627;0.4081436;0.3931905;-0.4275;1.6213;-1.2959;9.6574;269.1884;0.9250;(.0534, -.7100, .0656, .6991);0.0000;0.0000
31.8140;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2353;-1.4591;0.4102762;0.3926837;-0.4274;1.6213;-1.2960;9.6737;269.2014;0.8649;(.0538, -.7099, .0653, .6992);0.0000;0.0000
31.8370;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.2344;-1.4604;0.4094813;0.3921624;-0.4274;1.6213;-1.2961;9.6998;269.2072;0.8870;(.0539, -.7099, .0656, .6992);0.0000;0.0000
