elapsedTime;nombre;et_x;et_y;et_z;et_pixel_uv_x;et_pixel_uv_y;head_pose_x;head_pose_y;head_pose_z;head_euler_x;head_euler_y;head_euler_z
9.0140;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3542;-1.3132;0.4977809;0.4640196;-0.4032;1.6287;-1.2934;6.1060;269.5585;0.3231
9.0360;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3573;-1.3130;0.4978708;0.4658692;-0.4031;1.6287;-1.2933;6.0381;269.5600;0.3157
9.0590;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3589;-1.3127;0.4980741;0.4668044;-0.4029;1.6288;-1.2933;6.0044;269.5665;0.3209
9.0800;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3602;-1.3126;0.4981429;0.4676208;-0.4028;1.6288;-1.2932;5.9740;269.5683;0.2799
9.1040;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3595;-1.3117;0.498656;0.4671489;-0.4027;1.6288;-1.2932;5.9902;269.5862;0.3074
9.1250;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3580;-1.3121;0.4984238;0.4662702;-0.4026;1.6288;-1.2932;6.0237;269.5775;0.2959
9.1470;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3586;-1.3116;0.4987192;0.4666052;-0.4024;1.6288;-1.2933;6.0110;269.5908;0.2569
9.1700;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3592;-1.3115;0.4987833;0.466987;-0.4022;1.6289;-1.2933;5.9974;269.5950;0.2734
9.1910;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3589;-1.3110;0.4990768;0.4667953;-0.4019;1.6289;-1.2933;6.0035;269.6060;0.3318
9.2130;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3577;-1.3109;0.4991478;0.4660631;-0.4017;1.6288;-1.2935;6.0284;269.6119;0.3568
9.2370;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3571;-1.3114;0.4988562;0.4657501;-0.4015;1.6287;-1.2936;6.0381;269.6036;0.3333
9.2580;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3580;-1.3128;0.4980015;0.4662474;-0.4012;1.6288;-1.2937;6.0200;269.5741;0.3652
9.2800;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3593;-1.3146;0.4969463;0.4670777;-0.4010;1.6288;-1.2938;5.9908;269.5369;0.4135
9.3030;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3610;-1.3162;0.4959654;0.4680852;-0.4009;1.6289;-1.2939;5.9541;269.5023;0.3952
9.3260;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3626;-1.3178;0.4949992;0.4690174;-0.4007;1.6290;-1.2940;5.9226;269.4689;0.4465
9.3470;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3645;-1.3183;0.4946799;0.4701691;-0.4006;1.6290;-1.2940;5.8794;269.4572;0.4242
9.3700;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3659;-1.3180;0.4948795;0.4709822;-0.4004;1.6291;-1.2941;5.8506;269.4665;0.3979
9.3920;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3676;-1.3172;0.4953374;0.4720379;-0.4002;1.6291;-1.2941;5.8129;269.4849;0.4118
9.4130;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3706;-1.3167;0.4956659;0.4738277;-0.4001;1.6292;-1.2941;5.7475;269.4962;0.4873
9.4370;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3696;-1.3149;0.4967288;0.4732537;-0.4001;1.6292;-1.2941;5.7695;269.5367;0.5343
9.4580;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3678;-1.3153;0.4965194;0.4721617;-0.4000;1.6292;-1.2941;5.8089;269.5288;0.5187
9.4800;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3664;-1.3152;0.496572;0.4713316;-0.4000;1.6291;-1.2941;5.8380;269.5297;0.5322
9.5030;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3655;-1.3156;0.4963418;0.4707443;-0.4000;1.6291;-1.2941;5.8589;269.5218;0.5143
9.5250;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3660;-1.3167;0.4956323;0.471087;-0.4000;1.6290;-1.2941;5.8447;269.4945;0.4855
9.5460;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3651;-1.3175;0.4952054;0.4705362;-0.4001;1.6290;-1.2940;5.8639;269.4768;0.4977
9.5690;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3612;-1.3160;0.4960512;0.4681995;-0.4000;1.6288;-1.2938;5.9469;269.5048;0.4848
9.5930;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3570;-1.3152;0.4965535;0.4656644;-0.3999;1.6287;-1.2937;6.0370;269.5201;0.5173
9.6130;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3563;-1.3142;0.4971512;0.4652362;-0.4000;1.6286;-1.2936;6.0511;269.5393;0.5555
9.6360;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3569;-1.3146;0.4969479;0.4656173;-0.3999;1.6286;-1.2934;6.0373;269.5277;0.5587
9.6580;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3588;-1.3154;0.4964457;0.4667358;-0.3998;1.6287;-1.2933;5.9973;269.5074;0.5347
9.6800;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3611;-1.3165;0.4958076;0.4681423;-0.3998;1.6288;-1.2933;5.9468;269.4828;0.4876
9.7030;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3630;-1.3181;0.4948292;0.4692844;-0.3998;1.6289;-1.2932;5.9071;269.4449;0.4326
9.7250;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3653;-1.3209;0.4931299;0.4706412;-0.3997;1.6290;-1.2931;5.8594;269.3794;0.3981
9.7470;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3668;-1.3224;0.4922222;0.471578;-0.3996;1.6291;-1.2930;5.8278;269.3441;0.3862
9.7700;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3684;-1.3233;0.4916847;0.4725076;-0.3995;1.6291;-1.2929;5.7932;269.3204;0.3551
9.7920;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3688;-1.3233;0.49168;0.4727187;-0.3996;1.6291;-1.2928;5.7855;269.3182;0.3685
9.8130;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3707;-1.3247;0.4908381;0.4738589;-0.3995;1.6292;-1.2928;5.7452;269.2868;0.4038
9.8370;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3731;-1.3294;0.4880221;0.4753169;-0.3995;1.6292;-1.2928;5.6921;269.1834;0.4169
9.8590;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3754;-1.3369;0.4835202;0.4767305;-0.3995;1.6292;-1.2929;5.6397;269.0189;0.4163
9.8810;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3749;-1.3404;0.4814699;0.4764048;-0.3996;1.6294;-1.2930;5.6560;268.9448;0.3919
9.9030;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3740;-1.3418;0.4805998;0.4758584;-0.3997;1.6294;-1.2930;5.6759;268.9123;0.3697
9.9250;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3728;-1.3473;0.4772981;0.4751713;-0.3998;1.6293;-1.2931;5.6996;268.7900;0.3845
9.9470;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3717;-1.3510;0.4750814;0.4744734;-0.3999;1.6294;-1.2931;5.7259;268.7083;0.3642
9.9710;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3725;-1.3496;0.4759426;0.4749819;-0.4000;1.6293;-1.2930;5.7073;268.7380;0.3709
9.9910;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3735;-1.3492;0.4761616;0.4755873;-0.4001;1.6293;-1.2929;5.6850;268.7440;0.3911
10.0130;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3737;-1.3462;0.4779598;0.475667;-0.4002;1.6292;-1.2928;5.6803;268.8093;0.4185
10.0370;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3720;-1.3422;0.4803534;0.4746406;-0.4004;1.6292;-1.2927;5.7170;268.8950;0.4387
10.0570;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3686;-1.3388;0.4824011;0.4726377;-0.4004;1.6290;-1.2926;5.7877;268.9699;0.4323
10.0790;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3669;-1.3370;0.4834614;0.4716125;-0.4004;1.6290;-1.2926;5.8254;269.0083;0.4351
10.1020;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3681;-1.3376;0.4831232;0.4723022;-0.4006;1.6290;-1.2926;5.8005;268.9960;0.4009
10.1240;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3709;-1.3366;0.4837426;0.4739904;-0.4005;1.6291;-1.2925;5.7407;269.0178;0.3587
10.1460;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3725;-1.3382;0.482775;0.474959;-0.4006;1.6292;-1.2925;5.7066;268.9814;0.3395
10.1690;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3730;-1.3389;0.4823236;0.475285;-0.4007;1.6292;-1.2926;5.6955;268.9673;0.3729
10.1930;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3743;-1.3389;0.4823667;0.4760648;-0.4008;1.6292;-1.2928;5.6669;268.9714;0.4068
10.2130;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3763;-1.3381;0.4828059;0.4772442;-0.4008;1.6293;-1.2929;5.6248;268.9898;0.4428
10.2360;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3787;-1.3388;0.4823858;0.4786949;-0.4009;1.6294;-1.2929;5.5732;268.9757;0.4639
10.2570;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3785;-1.3387;0.4824964;0.4785665;-0.4009;1.6294;-1.2930;5.5780;268.9814;0.4772
10.2790;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3768;-1.3393;0.4820813;0.4775263;-0.4010;1.6293;-1.2930;5.6156;268.9669;0.4611
10.3020;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3762;-1.3394;0.4820629;0.4771959;-0.4009;1.6293;-1.2932;5.6275;268.9700;0.4716
10.3240;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3769;-1.3392;0.4821633;0.4776077;-0.4010;1.6294;-1.2934;5.6138;268.9782;0.4928
10.3460;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3777;-1.3407;0.4812559;0.4780811;-0.4010;1.6294;-1.2935;5.5963;268.9457;0.5009
10.3680;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3773;-1.3424;0.480231;0.4778501;-0.4010;1.6294;-1.2936;5.6052;268.9109;0.5289
10.3920;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3767;-1.3447;0.4789016;0.4774639;-0.4009;1.6294;-1.2937;5.6202;268.8632;0.5514
10.4120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3763;-1.3459;0.4781428;0.4772268;-0.4008;1.6294;-1.2938;5.6283;268.8364;0.5605
10.4350;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3763;-1.3459;0.4781231;0.4772213;-0.4008;1.6294;-1.2939;5.6288;268.8383;0.5788
10.4570;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3778;-1.3461;0.478062;0.4781415;-0.4008;1.6296;-1.2940;5.5977;268.8394;0.5863
10.4790;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3799;-1.3458;0.4782121;0.479378;-0.4009;1.6296;-1.2941;5.5533;268.8472;0.6102
10.5020;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3811;-1.3451;0.4786053;0.480142;-0.4008;1.6296;-1.2942;5.5246;268.8630;0.6006
10.5240;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3799;-1.3453;0.4785143;0.4793938;-0.4007;1.6296;-1.2942;5.5532;268.8610;0.6115
10.5450;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3783;-1.3449;0.47874;0.4784724;-0.4006;1.6296;-1.2943;5.5856;268.8707;0.6138
10.5680;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3765;-1.3450;0.4786672;0.4773762;-0.4007;1.6295;-1.2943;5.6238;268.8690;0.6059
10.5900;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3774;-1.3451;0.4786274;0.477895;-0.4006;1.6295;-1.2944;5.6049;268.8685;0.6125
10.6120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3788;-1.3453;0.4785186;0.4787683;-0.4007;1.6294;-1.2945;5.5718;268.8660;0.6640
10.6350;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3789;-1.3452;0.4785515;0.4788225;-0.4007;1.6295;-1.2945;5.5716;268.8678;0.6699
10.6570;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3782;-1.3453;0.4785342;0.4783552;-0.4007;1.6295;-1.2945;5.5883;268.8684;0.6066
10.6780;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3760;-1.3458;0.4782162;0.4770358;-0.4008;1.6295;-1.2947;5.6370;268.8594;0.5814
10.7020;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3742;-1.3448;0.4788064;0.475976;-0.4007;1.6295;-1.2947;5.6753;268.8821;0.6497
10.7240;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3738;-1.3438;0.4794226;0.4757589;-0.4007;1.6294;-1.2947;5.6822;268.9056;0.6694
10.7460;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3729;-1.3428;0.4800153;0.4751796;-0.4007;1.6294;-1.2948;5.7041;268.9291;0.6837
10.7690;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3734;-1.3411;0.4810536;0.4755094;-0.4007;1.6294;-1.2948;5.6902;268.9674;0.6993
10.7910;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3741;-1.3406;0.4813013;0.4759474;-0.4007;1.6293;-1.2947;5.6728;268.9758;0.7279
10.8130;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3748;-1.3402;0.4815491;0.4763632;-0.4007;1.6293;-1.2948;5.6578;268.9858;0.7302
10.8350;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3754;-1.3404;0.4814543;0.476725;-0.4006;1.6294;-1.2948;5.6465;268.9827;0.7351
10.8570;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3765;-1.3408;0.4812294;0.4773799;-0.4006;1.6294;-1.2948;5.6220;268.9756;0.7254
10.8800;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3759;-1.3415;0.4808136;0.4770067;-0.4005;1.6293;-1.2949;5.6342;268.9611;0.6872
10.9030;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3768;-1.3420;0.4805094;0.477571;-0.4005;1.6294;-1.2950;5.6146;268.9514;0.6892
10.9250;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3771;-1.3424;0.4802356;0.4777344;-0.4005;1.6294;-1.2950;5.6094;268.9423;0.7516
10.9460;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3774;-1.3412;0.4809741;0.4778923;-0.4006;1.6294;-1.2951;5.6040;268.9710;0.7918
10.9690;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3759;-1.3406;0.4813577;0.4770309;-0.4006;1.6294;-1.2950;5.6356;268.9847;0.8026
10.9910;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3746;-1.3404;0.481468;0.4762325;-0.4007;1.6294;-1.2950;5.6654;268.9877;0.8203
11.0130;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3755;-1.3406;0.48136;0.4767396;-0.4008;1.6294;-1.2950;5.6457;268.9832;0.8114
11.0350;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3763;-1.3413;0.4809305;0.477264;-0.4008;1.6294;-1.2950;5.6263;268.9670;0.7955
11.0570;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3749;-1.3424;0.4802475;0.4764265;-0.4008;1.6294;-1.2949;5.6575;268.9413;0.7670
11.0790;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3744;-1.3435;0.4796025;0.4760751;-0.4009;1.6293;-1.2949;5.6689;268.9166;0.7618
11.1020;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3729;-1.3451;0.4786369;0.4751968;-0.4010;1.6293;-1.2948;5.7015;268.8784;0.7715
11.1240;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3730;-1.3459;0.4781445;0.4752783;-0.4011;1.6293;-1.2948;5.6979;268.8597;0.7948
11.1460;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3739;-1.3459;0.4781529;0.4757788;-0.4011;1.6293;-1.2949;5.6806;268.8612;0.8239
11.1680;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3750;-1.3461;0.4780076;0.4764717;-0.4011;1.6294;-1.2948;5.6556;268.8535;0.8253
11.1910;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3755;-1.3452;0.4785908;0.4767756;-0.4012;1.6293;-1.2947;5.6438;268.8730;0.8265
11.2120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3744;-1.3442;0.4791756;0.4760984;-0.4013;1.6293;-1.2945;5.6694;268.8919;0.7916
11.2350;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3741;-1.3439;0.4793491;0.4759112;-0.4014;1.6293;-1.2944;5.6759;268.8946;0.7410
11.2570;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3731;-1.3431;0.4798195;0.4753157;-0.4015;1.6293;-1.2942;5.6982;268.9086;0.7140
11.2800;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3721;-1.3420;0.4804882;0.4747257;-0.4016;1.6293;-1.2941;5.7202;268.9320;0.6948
11.3030;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3728;-1.3403;0.4815107;0.4751721;-0.4018;1.6293;-1.2940;5.7044;268.9669;0.6734
11.3240;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3736;-1.3388;0.4824217;0.4756242;-0.4018;1.6293;-1.2940;5.6875;268.9999;0.6388
11.3460;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3734;-1.3383;0.4827266;0.475493;-0.4019;1.6292;-1.2939;5.6909;269.0094;0.6657
11.3680;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3725;-1.3372;0.4833618;0.4749562;-0.4020;1.6293;-1.2938;5.7116;269.0311;0.6716
11.3900;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3724;-1.3367;0.4836745;0.4748793;-0.4020;1.6293;-1.2938;5.7144;269.0418;0.5940
11.4120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3724;-1.3364;0.4838686;0.4749136;-0.4020;1.6294;-1.2938;5.7151;269.0493;0.5531
11.4350;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3720;-1.3368;0.4836238;0.4746591;-0.4020;1.6293;-1.2937;5.7242;269.0392;0.5770
11.4570;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3719;-1.3351;0.4846057;0.4746036;-0.4020;1.6293;-1.2937;5.7255;269.0754;0.5929
11.4790;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3718;-1.3355;0.4843885;0.4745744;-0.4019;1.6293;-1.2937;5.7265;269.0668;0.5914
11.5020;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3721;-1.3361;0.4840468;0.4747238;-0.4019;1.6293;-1.2937;5.7207;269.0552;0.6134
11.5240;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3713;-1.3363;0.4838824;0.4742536;-0.4019;1.6293;-1.2939;5.7390;269.0519;0.6367
11.5450;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3719;-1.3373;0.4833076;0.4746007;-0.4018;1.6293;-1.2940;5.7253;269.0342;0.6185
11.5680;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3737;-1.3393;0.4821177;0.4757083;-0.4017;1.6293;-1.2941;5.6847;268.9908;0.6203
11.5890;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3753;-1.3396;0.4819006;0.476626;-0.4017;1.6294;-1.2941;5.6516;268.9840;0.6194
11.6120;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3763;-1.3405;0.4813886;0.4772488;-0.4017;1.6294;-1.2942;5.6293;268.9669;0.5985
11.6340;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.3773;-1.3414;0.480868;0.4778499;-0.4018;1.6294;-1.2944;5.6082;268.9512;0.6057
