elapsedTime;nombre;et_x;et_y;et_z;et_pixel_uv_x;et_pixel_uv_y;head_pose_x;head_pose_y;head_pose_z;head_euler_x;head_euler_y;head_euler_z
40.6410;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0624;1.2723;0.4830865;0.2890351;-0.3788;1.6220;-1.2137;8.8599;313.8250;353.7622
40.6630;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0620;1.2703;0.4818469;0.2887967;-0.3789;1.6220;-1.2138;8.8699;313.8025;353.8111
40.6860;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0614;1.2713;0.4824685;0.2884708;-0.3790;1.6220;-1.2138;8.8766;313.8162;353.8280
40.7080;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0621;1.2712;0.4824032;0.2888689;-0.3791;1.6221;-1.2137;8.8674;313.8150;353.8496
40.7300;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0649;1.2702;0.4817835;0.2905658;-0.3792;1.6221;-1.2138;8.8252;313.8044;353.8355
40.7520;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0666;1.2690;0.4810632;0.2915884;-0.3792;1.6220;-1.2139;8.7999;313.7920;353.8397
40.7740;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0689;1.2654;0.478942;0.292915;-0.3793;1.6221;-1.2139;8.7722;313.7526;353.8722
40.7960;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0692;1.2667;0.4797096;0.2931122;-0.3794;1.6222;-1.2140;8.7669;313.7693;353.8867
40.8200;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0704;1.2632;0.4776282;0.2938231;-0.3796;1.6221;-1.2141;8.7528;313.7327;353.8618
40.8410;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0697;1.2603;0.4758858;0.2934199;-0.3798;1.6221;-1.2142;8.7683;313.7020;353.8840
40.8630;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0703;1.2558;0.4731876;0.2937593;-0.3800;1.6220;-1.2142;8.7662;313.6523;353.9385
40.8860;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0678;1.2565;0.4736038;0.2922659;-0.3801;1.6220;-1.2143;8.8036;313.6631;353.9774
40.9080;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0646;1.2534;0.4717653;0.2903354;-0.3803;1.6219;-1.2143;8.8578;313.6288;354.0088
40.9300;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0634;1.2529;0.4714653;0.2896552;-0.3804;1.6218;-1.2143;8.8755;313.6249;354.0432
40.9520;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0632;1.2500;0.4697078;0.2894967;-0.3804;1.6219;-1.2143;8.8854;313.5911;354.0434
40.9740;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0633;1.2499;0.469668;0.2895738;-0.3805;1.6218;-1.2143;8.8829;313.5906;354.0377
40.9970;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0623;1.2504;0.469917;0.2889811;-0.3805;1.6218;-1.2143;8.8970;313.5964;354.0418
41.0190;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0626;1.2517;0.4707161;0.28917;-0.3805;1.6219;-1.2142;8.8908;313.6102;354.0446
41.0410;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0616;1.2549;0.4726198;0.2885658;-0.3805;1.6218;-1.2141;8.8996;313.6461;354.0197
41.0640;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0605;1.2568;0.473792;0.2879319;-0.3804;1.6218;-1.2141;8.9131;313.6682;354.0037
41.0860;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0619;1.2585;0.474784;0.2887354;-0.3805;1.6218;-1.2141;8.8899;313.6877;354.0087
41.1080;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0626;1.2603;0.4759013;0.2891675;-0.3805;1.6219;-1.2141;8.8765;313.7094;354.0019
41.1300;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0629;1.2624;0.47713;0.2893306;-0.3806;1.6219;-1.2141;8.8692;313.7335;354.0323
41.1540;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0607;1.2628;0.477344;0.2880194;-0.3806;1.6218;-1.2141;8.9023;313.7390;354.0452
41.1740;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0600;1.2618;0.4767889;0.2875871;-0.3807;1.6218;-1.2141;8.9143;313.7291;354.0389
41.1970;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0583;1.2626;0.4772675;0.2866172;-0.3808;1.6218;-1.2141;8.9378;313.7397;354.0427
41.2200;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0564;1.2609;0.4762199;0.285437;-0.3809;1.6217;-1.2141;8.9710;313.7203;354.0458
41.2410;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0533;1.2588;0.4749935;0.2835935;-0.3809;1.6216;-1.2142;9.0205;313.6971;354.0937
41.2630;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0514;1.2573;0.4741;0.2824406;-0.3810;1.6215;-1.2142;9.0518;313.6811;354.1223
41.2860;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0509;1.2547;0.4725406;0.2821656;-0.3810;1.6215;-1.2143;9.0629;313.6517;354.1455
41.3090;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0524;1.2534;0.4717124;0.2830651;-0.3809;1.6215;-1.2143;9.0427;313.6353;354.1633
41.3310;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0540;1.2550;0.4727241;0.2840273;-0.3809;1.6216;-1.2144;9.0150;313.6561;354.1761
41.3540;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0547;1.2560;0.4733196;0.2844293;-0.3808;1.6216;-1.2144;9.0033;313.6664;354.1834
41.3750;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0562;1.2566;0.4736523;0.2853462;-0.3807;1.6216;-1.2145;8.9787;313.6728;354.1844
41.3980;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0564;1.2574;0.4741112;0.2854614;-0.3807;1.6216;-1.2146;8.9740;313.6829;354.1898
41.4220;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0557;1.2560;0.47329;0.2850008;-0.3807;1.6217;-1.2146;8.9888;313.6672;354.2079
41.4430;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0568;1.2541;0.4721769;0.2856894;-0.3806;1.6217;-1.2146;8.9739;313.6451;354.2031
41.4650;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0581;1.2535;0.471783;0.2864675;-0.3806;1.6217;-1.2146;8.9548;313.6374;354.1870
41.4880;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0588;1.2545;0.4723957;0.2869131;-0.3806;1.6217;-1.2147;8.9419;313.6500;354.1805
41.5090;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0606;1.2540;0.4720862;0.2879574;-0.3805;1.6216;-1.2147;8.9140;313.6432;354.1842
41.5310;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0579;1.2543;0.4722548;0.2863264;-0.3805;1.6216;-1.2149;8.9550;313.6476;354.2171
41.5540;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0580;1.2545;0.4724252;0.2864304;-0.3804;1.6216;-1.2149;8.9520;313.6508;354.2666
41.5760;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0593;1.2544;0.4723183;0.2871658;-0.3804;1.6216;-1.2149;8.9329;313.6493;354.2741
41.5980;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0579;1.2506;0.4700379;0.2863277;-0.3805;1.6216;-1.2150;8.9616;313.6065;354.2350
41.6210;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0586;1.2484;0.4687392;0.2867615;-0.3806;1.6216;-1.2151;8.9533;313.5832;354.2408
41.6420;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0583;1.2465;0.467583;0.28661;-0.3805;1.6215;-1.2151;8.9590;313.5611;354.2937
41.6650;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0560;1.2472;0.4679916;0.2851895;-0.3805;1.6215;-1.2152;8.9946;313.5696;354.3556
41.6880;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0553;1.2463;0.4674535;0.28477;-0.3807;1.6214;-1.2153;9.0070;313.5618;354.3448
41.7100;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0571;1.2467;0.4677182;0.2858524;-0.3808;1.6215;-1.2152;8.9784;313.5680;354.3455
41.7320;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0554;1.2473;0.4680589;0.2848286;-0.3809;1.6215;-1.2152;9.0051;313.5748;354.3962
41.7540;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0537;1.2493;0.4692808;0.2838081;-0.3808;1.6215;-1.2153;9.0274;313.5989;354.4447
41.7760;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0545;1.2505;0.4699825;0.2842823;-0.3809;1.6215;-1.2152;9.0132;313.6123;354.4637
41.7990;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0544;1.2513;0.4704816;0.2842226;-0.3809;1.6214;-1.2153;9.0128;313.6224;354.4434
41.8220;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0527;1.2518;0.4707637;0.2832216;-0.3809;1.6214;-1.2152;9.0373;313.6273;354.4052
41.8420;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0532;1.2518;0.4707934;0.2835019;-0.3810;1.6214;-1.2152;9.0304;313.6283;354.3921
41.8650;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0537;1.2496;0.4694716;0.2838213;-0.3811;1.6215;-1.2150;9.0273;313.6020;354.4242
41.8880;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0529;1.2489;0.4690284;0.2833576;-0.3811;1.6213;-1.2150;9.0389;313.5942;354.4312
41.9090;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0495;1.2488;0.4689756;0.2813165;-0.3811;1.6213;-1.2150;9.0924;313.5937;354.3979
41.9320;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0490;1.2506;0.4700479;0.2810312;-0.3812;1.6213;-1.2150;9.0960;313.6148;354.4226
41.9540;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0478;1.2519;0.4708119;0.2803074;-0.3813;1.6213;-1.2149;9.1125;313.6295;354.4363
41.9770;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0483;1.2525;0.4711689;0.280585;-0.3813;1.6212;-1.2149;9.1030;313.6368;354.4420
41.9990;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0461;1.2565;0.4736062;0.279277;-0.3813;1.6212;-1.2150;9.1299;313.6855;354.4791
42.0210;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0448;1.2574;0.474112;0.2784986;-0.3813;1.6212;-1.2151;9.1487;313.6956;354.5126
42.0420;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0446;1.2540;0.4721079;0.2783504;-0.3813;1.6212;-1.2151;9.1580;313.6569;354.5502
42.0650;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0448;1.2536;0.4718585;0.2785188;-0.3812;1.6212;-1.2152;9.1542;313.6524;354.5852
42.0860;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0448;1.2508;0.4701968;0.2784998;-0.3812;1.6212;-1.2152;9.1598;313.6200;354.6015
42.1090;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0471;1.2488;0.4690014;0.279903;-0.3813;1.6212;-1.2153;9.1260;313.5979;354.5732
42.1310;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0481;1.2477;0.4682927;0.2805018;-0.3812;1.6212;-1.2153;9.1127;313.5848;354.5685
42.1540;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0481;1.2455;0.4669861;0.2804926;-0.3812;1.6212;-1.2153;9.1176;313.5588;354.5770
42.1750;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0508;1.2448;0.4665517;0.282073;-0.3811;1.6212;-1.2153;9.0769;313.5497;354.5602
42.1970;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0494;1.2458;0.4671997;0.2812513;-0.3810;1.6211;-1.2153;9.0952;313.5612;354.5528
42.2200;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0488;1.2447;0.4665473;0.280878;-0.3809;1.6212;-1.2154;9.1076;313.5480;354.5488
42.2420;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0502;1.2460;0.4672996;0.2817549;-0.3808;1.6212;-1.2154;9.0829;313.5617;354.5241
42.2640;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0521;1.2462;0.4674146;0.2828922;-0.3808;1.6213;-1.2153;9.0531;313.5634;354.5268
42.2890;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0519;1.2464;0.4675489;0.282777;-0.3807;1.6213;-1.2153;9.0557;313.5645;354.5163
42.3080;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0538;1.2441;0.4661838;0.2839194;-0.3807;1.6212;-1.2153;9.0284;313.5379;354.5482
42.3310;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0545;1.2439;0.4660196;0.2842899;-0.3807;1.6213;-1.2153;9.0220;313.5351;354.5386
42.3540;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0570;1.2427;0.465345;0.285804;-0.3808;1.6213;-1.2153;8.9832;313.5228;354.4586
42.3760;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0543;1.2425;0.4652162;0.2841984;-0.3808;1.6213;-1.2155;9.0252;313.5215;354.4586
42.3980;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0511;1.2393;0.46327;0.2822981;-0.3807;1.6213;-1.2155;9.0803;313.4839;354.5036
42.4210;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0504;1.2357;0.4610998;0.281847;-0.3808;1.6212;-1.2155;9.0971;313.4416;354.5433
42.4420;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0482;1.2361;0.4613915;0.2805522;-0.3808;1.6211;-1.2155;9.1285;313.4479;354.5674
42.4640;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0471;1.2351;0.4607659;0.2798732;-0.3809;1.6210;-1.2155;9.1475;313.4364;354.5733
42.4860;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0460;1.2365;0.4615782;0.2792273;-0.3810;1.6211;-1.2155;9.1627;313.4533;354.6347
42.5090;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0448;1.2367;0.4617034;0.2784758;-0.3809;1.6210;-1.2155;9.1815;313.4556;354.6741
42.5320;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0432;1.2365;0.4616224;0.2775202;-0.3809;1.6210;-1.2155;9.2054;313.4540;354.7172
42.5540;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0431;1.2359;0.4612566;0.2774713;-0.3810;1.6211;-1.2155;9.2096;313.4479;354.6936
42.5750;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0438;1.2365;0.461623;0.2778898;-0.3809;1.6210;-1.2156;9.1971;313.4547;354.6711
42.5970;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0456;1.2374;0.4621689;0.2789883;-0.3810;1.6210;-1.2156;9.1659;313.4655;354.6510
42.6200;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0463;1.2387;0.4629488;0.2794061;-0.3810;1.6210;-1.2155;9.1534;313.4805;354.6508
42.6420;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0465;1.2383;0.462694;0.2795182;-0.3809;1.6210;-1.2155;9.1515;313.4743;354.6701
42.6640;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0451;1.2427;0.4653216;0.2786674;-0.3809;1.6210;-1.2154;9.1652;313.5238;354.6947
42.6870;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0451;1.2435;0.4658137;0.2786811;-0.3810;1.6210;-1.2154;9.1635;313.5343;354.6723
42.7080;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0445;1.2462;0.4673941;0.2783376;-0.3809;1.6210;-1.2154;9.1677;313.5648;354.6584
42.7310;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0437;1.2462;0.4674074;0.2778617;-0.3809;1.6209;-1.2155;9.1792;313.5659;354.6528
42.7540;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0410;1.2487;0.4689252;0.2762308;-0.3808;1.6210;-1.2156;9.2178;313.5953;354.6704
42.7760;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0414;1.2491;0.4691448;0.2764585;-0.3806;1.6209;-1.2156;9.2099;313.5983;354.6651
42.7980;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0417;1.2486;0.4688531;0.2766602;-0.3806;1.6210;-1.2157;9.2064;313.5930;354.6843
42.8210;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0451;1.2452;0.4667986;0.2786851;-0.3805;1.6210;-1.2156;9.1603;313.5519;354.7042
42.8430;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0485;1.2426;0.4652741;0.2807085;-0.3805;1.6212;-1.2157;9.1141;313.5222;354.7175
42.8650;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0500;1.2363;0.4614648;0.2816316;-0.3804;1.6213;-1.2158;9.1029;313.4478;354.7274
42.8870;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0517;1.2359;0.4612407;0.282653;-0.3804;1.6213;-1.2158;9.0763;313.4438;354.7055
42.9090;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0535;1.2325;0.4591888;0.2837085;-0.3803;1.6214;-1.2158;9.0552;313.4027;354.7099
42.9310;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0551;1.2314;0.4585387;0.2846826;-0.3803;1.6214;-1.2158;9.0326;313.3898;354.6789
42.9540;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0556;1.2299;0.457635;0.2849969;-0.3803;1.6214;-1.2158;9.0271;313.3723;354.6671
42.9750;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0549;1.2311;0.4583779;0.2845212;-0.3803;1.6214;-1.2158;9.0367;313.3873;354.6703
42.9990;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0521;1.2306;0.4580574;0.2828592;-0.3804;1.6213;-1.2159;9.0802;313.3828;354.7278
43.0200;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0503;1.2166;0.4496934;0.2818193;-0.3805;1.6213;-1.2161;9.1305;313.2234;354.8526
43.0420;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0481;1.1839;0.430086;0.280453;-0.3811;1.6213;-1.2168;9.2244;312.8512;355.1073
43.0640;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0524;1.1184;0.3907779;0.2830638;-0.3820;1.6214;-1.2179;9.2704;312.0848;355.4100
43.0870;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0613;1.0165;0.3297178;0.2883983;-0.3832;1.6216;-1.2195;9.3077;310.8514;355.8272
43.1080;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0705;0.8677;0.240477;0.2938847;-0.3851;1.6218;-1.2220;9.4194;308.9637;356.3329
43.1310;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces2/EPVR_Ele_CuboEyeTracking2;-2.9690;1.0836;0.6846;0.1306999;0.3017694;-0.3876;1.6221;-1.2254;9.5187;306.4978;356.8857
43.1530;Scene/Escenario/PanelesExteriores/Cube;-12.5508;-0.8287;6.7745;0;0;-0.3905;1.6224;-1.2297;9.5570;303.3540;357.5560
43.1760;Scene/Escenario/PanelesExteriores/Cube;-12.8503;-0.8267;5.9314;0;0;-0.3934;1.6225;-1.2343;9.6720;299.9091;358.2141
43.1980;Scene/Escenario/PanelesExteriores/Cube;-13.1228;-0.8244;5.1645;0;0;-0.3959;1.6224;-1.2394;9.7449;296.7106;358.7367
43.2220;Scene/Escenario/PanelesExteriores/Cube;-13.3877;-0.8334;4.4187;0;0;-0.3980;1.6225;-1.2445;9.8319;293.5561;359.2047
43.2420;Scene/Escenario/PanelesExteriores/Cube;-13.6589;-0.8635;3.6553;0;0;-0.4000;1.6225;-1.2496;9.9736;290.3008;359.4799
43.2640;Scene/Escenario/PanelesExteriores/Cube;-13.8843;-0.8981;3.0209;0;0;-0.4014;1.6225;-1.2542;10.1045;287.5925;359.6761
43.2880;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.1385;-0.5688;0.9440421;0.3346528;-0.4025;1.6223;-1.2587;10.3188;285.0445;359.9180
43.3080;Scene/Paneles_Numericos/EPVR_Ele_CuboConLuces/EPVR_Ele_CuboEyeTracking1;-2.9690;1.1269;-0.6829;0.8756601;0.3277411;-0.4029;1.6219;-1.2626;10.6552;282.7297;359.9867
